datetime;tair;prec;rh;rs;u10;pair;tdew
2017-03-12 01:00:00;-0.1;0;98.7;0;0.8;1019;-0.2
2017-03-12 02:00:00;0;0;98.9;0;0.9;1019;-0.1
2017-03-12 03:00:00;-0.7;0;98.9;0;1;1018.9;-0.8
2017-03-12 04:00:00;-1;0;98.9;0;0.9;1018.7;-1.1
2017-03-12 05:00:00;-1.5;0;98.9;0;1;1018.6;-1.6
2017-03-12 06:00:00;-1.3;0;98.9;9;1.3;1018.6;-1.4
2017-03-12 07:00:00;0.1;0;98.9;108;1.7;1018.7;0
2017-03-12 08:00:00;1.8;0;92.4;266;2.1;1019;0.7
2017-03-12 09:00:00;3;0;82.5;380;2.3;1018.8;0.4
2017-03-12 10:00:00;3.1;0;84.3;471;2.4;1018.6;0.8
2017-03-12 11:00:00;3.3;0;83.9;358;2.5;1018.6;0.9
2017-03-12 12:00:00;3.8;0;81;372;2.5;1018.5;0.9
2017-03-12 13:00:00;4.2;0;77.4;303;2.6;1018.5;0.6
2017-03-12 14:00:00;4.8;0;71.8;300;2.6;1018;0.2
2017-03-12 15:00:00;4.5;0;72.2;175;2.5;1017.7;0
2017-03-12 16:00:00;3.5;0;74.9;85;2.5;1017.5;-0.4
2017-03-12 17:00:00;2.6;0;80.3;30;2;1017.5;-0.4
2017-03-12 18:00:00;1.6;0;86.9;0;1.6;1017.7;-0.3
2017-03-12 19:00:00;0.8;0;92.1;0;1.6;1018;-0.3
2017-03-12 20:00:00;0.2;0;94.9;0;1.5;1018;-0.4
2017-03-12 21:00:00;-0.3;0;96.3;0;1.1;1018;-0.7
2017-03-12 22:00:00;-0.5;0;97.2;0;1.4;1018;-0.9
2017-03-12 23:00:00;-0.6;0;97.3;0;1;1018.2;-0.9
2017-03-13 00:00:00;-1.2;0;97.4;0;0.8;1018.5;-1.5
2017-03-13 01:00:00;-1;0;98.1;0;1.1;1018.7;-1.2
2017-03-13 02:00:00;-0.8;0;98.1;0;1.1;1019;-1
2017-03-13 03:00:00;-0.7;0;98.1;0;1.2;1019;-0.9
2017-03-13 04:00:00;-1.2;0;98.1;0;1;1019;-1.4
2017-03-13 05:00:00;-1.6;0;98.1;0;0.8;1019;-1.8
2017-03-13 06:00:00;-1.8;0;98.7;9;0.8;1019.4;-1.9
2017-03-13 07:00:00;-0.6;0;98.9;79;1.2;1020;-0.7
2017-03-13 08:00:00;0.9;0;96.4;183;1.2;1020.7;0.5
2017-03-13 09:00:00;2.8;0;86.1;208;1.1;1020.9;0.7
2017-03-13 10:00:00;5.4;0;74.7;448;1.3;1021.1;1.2
2017-03-13 11:00:00;8.1;0;55.1;495;1.5;1020.8;-0.3
2017-03-13 12:00:00;9.4;0;43.6;480;2;1020.6;-2.4
2017-03-13 13:00:00;10;0;41;405;1.8;1020.4;-2.6
2017-03-13 14:00:00;9.5;0;42.5;227;1.4;1020.1;-2.6
2017-03-13 15:00:00;9.4;0;42.4;148;1.5;1020.1;-2.7
2017-03-13 16:00:00;8.8;0;45;73;1.1;1020.1;-2.5
2017-03-13 17:00:00;7.7;0;50;16;0.5;1020.1;-2
2017-03-13 18:00:00;6.5;0;59.2;0;0.1;1020.1;-0.8
2017-03-13 19:00:00;6;0;63.8;0;0.5;1020.5;-0.3
2017-03-13 20:00:00;5.9;0;66.5;0;0.2;1020.9;0.1
2017-03-13 21:00:00;4.7;0;73.2;0;0.2;1021.3;0.4
2017-03-13 22:00:00;2.3;0;83.7;0;0;1021.3;-0.1
2017-03-13 23:00:00;0.7;0;90.3;0;0;1021.3;-0.6
2017-03-14 00:00:00;-0.4;0;94;0;0;1021.3;-1.2
2017-03-14 01:00:00;-0.5;0;96.4;0;0.2;1021.3;-1
2017-03-14 02:00:00;-0.7;0;97.3;0;0.3;1021.3;-1
2017-03-14 03:00:00;-0.4;0;97.9;0;0.5;1021.3;-0.6
2017-03-14 04:00:00;-0.6;0;98.1;0;0.2;1021.3;-0.7
2017-03-14 05:00:00;-0.4;0;98.1;0;0.1;1021.5;-0.6
2017-03-14 06:00:00;0.6;0;98.1;10;1.3;1022.3;0.4
2017-03-14 07:00:00;3;0;94.5;50;1.9;1023.3;2.2
2017-03-14 08:00:00;4;0;90.1;112;2.1;1023.5;2.6
2017-03-14 09:00:00;4.4;0;90.5;120;2.8;1024.1;3
2017-03-14 10:00:00;4.9;0;90.5;185;2.4;1024.6;3.5
2017-03-14 11:00:00;6.6;0;78.3;295;2.6;1024.3;3.1
2017-03-14 12:00:00;8.7;0;67.5;460;3;1024.1;3
2017-03-14 13:00:00;9.1;0;66.9;215;2.8;1023.6;3.3
2017-03-14 14:00:00;9.6;0;66.8;122;2;1023.5;3.8
2017-03-14 15:00:00;10.3;0;65.4;121;1.6;1023;4.2
2017-03-14 16:00:00;10.9;0;62.7;125;2.2;1022.4;4.2
2017-03-14 17:00:00;10.2;0;64.1;32;2;1021.8;3.8
2017-03-14 18:00:00;9.2;0;67.2;1;1.9;1022.2;3.5
2017-03-14 19:00:00;6.8;0;77.6;0;1.2;1022.3;3.3
2017-03-14 20:00:00;7.1;0;82.5;1;1.6;1022.4;4.4
2017-03-14 21:00:00;8.4;0;78;1;1.9;1022;4.9
2017-03-14 22:00:00;9;0;76.7;1;2.4;1021.8;5.2
2017-03-14 23:00:00;9.6;0;74.2;0;2.8;1021.3;5.3
2017-03-15 00:00:00;9.6;0;74.7;0;2.3;1021.2;5.4
2017-03-15 01:00:00;10.6;0;73.4;0;3.3;1020.1;6.1
2017-03-15 02:00:00;10.3;0;74.8;0;2.9;1019.8;6.1
2017-03-15 03:00:00;10.2;0;77.1;0;2.4;1019.6;6.4
2017-03-15 04:00:00;10.1;0;79.6;0;2.5;1020;6.8
2017-03-15 05:00:00;9.6;0;80.1;0;2.3;1020.1;6.4
2017-03-15 06:00:00;9.1;0;82.1;5;2.6;1020.6;6.2
2017-03-15 07:00:00;9.2;0;80.2;59;2.9;1021.5;6
2017-03-15 08:00:00;9.4;0;75.8;142;3.8;1022.4;5.4
2017-03-15 09:00:00;10.4;0;63;420;4.1;1022.1;3.7
2017-03-15 10:00:00;11.2;0;52.9;465;4;1021.4;2
2017-03-15 11:00:00;11.6;0;47.9;499;4.8;1021.6;1
2017-03-15 12:00:00;12.2;0;44;583;4.5;1021.6;0.3
2017-03-15 13:00:00;12.6;0;40.7;546;4.6;1021.2;-0.4
2017-03-15 14:00:00;12.9;0;36.9;495;4.5;1021.2;-1.4
2017-03-15 15:00:00;12.8;0;34.7;378;4.2;1021.2;-2.4
2017-03-15 16:00:00;12.3;0;36.1;168;3.8;1021;-2.3
2017-03-15 17:00:00;11;0;38.3;42;3.4;1021.2;-2.7
2017-03-15 18:00:00;9.2;0;43.4;0;1.7;1021.3;-2.6
2017-03-15 19:00:00;6.9;0;53.6;0;1.3;1021.4;-1.9
2017-03-15 20:00:00;6.4;0;59.1;0;1.6;1021.6;-0.9
2017-03-15 21:00:00;6.1;0;61.6;0;1.6;1021.8;-0.6
2017-03-15 22:00:00;5.4;0;65.6;0;1.3;1021.8;-0.5
2017-03-15 23:00:00;4.6;0;72;0;1.2;1021.8;0
2017-03-16 00:00:00;3.9;0;77.6;0;1.4;1021.7;0.4
2017-03-16 01:00:00;2.9;0;80.7;0;1.1;1021.3;0
2017-03-16 02:00:00;1.8;0;86.3;0;1;1021.3;-0.2
2017-03-16 03:00:00;1.2;0;90.7;0;0.9;1021.3;-0.1
2017-03-16 04:00:00;1.3;0;92.3;0;0.9;1021;0.3
2017-03-16 05:00:00;0.6;0;94.6;0;1.2;1020.7;-0.1
2017-03-16 06:00:00;0.3;0;96.2;11;1.3;1020.7;-0.1
2017-03-16 07:00:00;2.9;0;92.3;90;1.2;1020.7;1.8
2017-03-16 08:00:00;6;0;77;210;2.5;1020.3;2.3
2017-03-16 09:00:00;7.7;0;65;257;3.3;1019.8;1.6
2017-03-16 10:00:00;9;0;61;385;3.3;1019.2;1.9
2017-03-16 11:00:00;10.8;0;57.2;529;3.9;1018.2;2.7
2017-03-16 12:00:00;11;0;57.1;308;3.3;1017.4;2.9
2017-03-16 13:00:00;11.3;0;56.7;263;2.8;1017.3;3.1
2017-03-16 14:00:00;12.3;0;54;302;2.5;1016.9;3.3
2017-03-16 15:00:00;13.2;0;50.7;335;2.5;1016.3;3.2
2017-03-16 16:00:00;13;0;50;141;1.6;1015.6;2.9
2017-03-16 17:00:00;12.6;0;50;49;1;1015.2;2.5
2017-03-16 18:00:00;9.1;0;63.2;1;0.3;1014.6;2.5
2017-03-16 19:00:00;5.9;0;80.5;0;0.1;1014.6;2.9
2017-03-16 20:00:00;4.6;0;89;0;0.4;1014.5;3
2017-03-16 21:00:00;4.2;0;91;0;0.4;1013.9;2.9
2017-03-16 22:00:00;3.4;0;91.2;0;0.5;1013.1;2.1
2017-03-16 23:00:00;3;0;89.6;0;0.4;1012.3;1.5
2017-03-17 00:00:00;2.2;0;91.5;0;0.2;1011;1.1
2017-03-17 01:00:00;2.3;0;90.2;0;0.5;1009.9;1
2017-03-17 02:00:00;2.6;0;87.4;0;0.8;1008.4;0.8
2017-03-17 03:00:00;2.6;0;86.6;0;0.8;1007.5;0.6
2017-03-17 04:00:00;2.5;0;87.4;0;0.8;1006.6;0.7
2017-03-17 05:00:00;2.4;0;88.1;0;1;1005.9;0.7
2017-03-17 06:00:00;2.3;0;87.5;15;1;1005.7;0.5
2017-03-17 07:00:00;5;0;82.9;72;1.6;1005.1;2.4
2017-03-17 08:00:00;7.3;0;71.2;48;1.9;1005;2.4
2017-03-17 09:00:00;9.1;0;67.8;229;2.6;1004.7;3.5
2017-03-17 10:00:00;11;0;62.4;369;4.4;1003.7;4.1
2017-03-17 11:00:00;10.4;0;66.8;192;4.6;1003.3;4.6
2017-03-17 12:00:00;9.4;0;72.5;107;3.5;1003.3;4.8
2017-03-17 13:00:00;10.1;0;68.4;246;3.7;1003.2;4.7
2017-03-17 14:00:00;10.3;0;60.8;142;3.6;1002.8;3.1
2017-03-17 15:00:00;10.1;0;47.3;104;4;1002.8;-0.6
2017-03-17 16:00:00;9.6;0;46.1;73;2.9;1002.8;-1.3
2017-03-17 17:00:00;8.9;0;46.6;24;3.6;1002.8;-1.8
2017-03-17 18:00:00;8.1;0;48.7;3;3.3;1002.8;-2
2017-03-17 19:00:00;7.3;0;52.5;0;2.2;1002.8;-1.7
2017-03-17 20:00:00;6.4;0;56.8;0;2.5;1002.8;-1.5
2017-03-17 21:00:00;6.2;0;57.8;0;2.6;1002.8;-1.5
2017-03-17 22:00:00;6.5;0;57.6;0;3.5;1002.3;-1.2
2017-03-17 23:00:00;6.4;0;58.3;0;3.3;1001.6;-1.2
2017-03-18 00:00:00;5.9;0;61.8;0;2.8;1000.3;-0.8
2017-03-18 01:00:00;5.8;0;62.6;0;3.1;999;-0.7
2017-03-18 02:00:00;5.7;0.1;65.8;0;4.4;997.5;-0.2
2017-03-18 03:00:00;3.9;1.3;88.7;0;4.3;996.3;2.2
2017-03-18 04:00:00;3;1.4;96.4;0;3.5;995;2.6
2017-03-18 05:00:00;2.9;1.1;97.6;0;3.1;993.8;2.6
2017-03-18 06:00:00;3.1;0.9;98.1;2;2.6;992.3;2.9
2017-03-18 07:00:00;3.7;1.4;98.2;13;3.1;990.6;3.5
2017-03-18 08:00:00;4.7;1.6;98.2;28;4.5;988.6;4.5
2017-03-18 09:00:00;5.8;0.2;97.8;76;5.8;987.5;5.5
2017-03-18 10:00:00;7.1;0.2;97.2;148;5.9;986.6;6.7
2017-03-18 11:00:00;9.2;0;89.5;332;6.3;986.1;7.6
2017-03-18 12:00:00;11;0;60.8;345;7.6;986.3;3.6
2017-03-18 13:00:00;10.1;0.1;48.6;490;8.9;988.5;-0.2
2017-03-18 14:00:00;9;0;48.5;332;8.7;990.6;-1.3
2017-03-18 15:00:00;8.5;0;48.5;153;7.3;992.3;-1.7
2017-03-18 16:00:00;8.2;0;48.7;114;6.1;993.7;-2
2017-03-18 17:00:00;7.4;0;50.7;37;5.4;994.8;-2.1
2017-03-18 18:00:00;6.7;0;53.8;1;4.8;995.5;-1.9
2017-03-18 19:00:00;6.2;0;55.3;0;5;996.4;-2.1
2017-03-18 20:00:00;5.5;0;59.2;0;4.2;997.7;-1.8
2017-03-18 21:00:00;4.8;0;64.3;0;3.9;998.7;-1.3
2017-03-18 22:00:00;4.3;0;67.4;0;4;999.2;-1.1
2017-03-18 23:00:00;3.9;0;70.2;0;3.7;1000.3;-1
2017-03-19 00:00:00;3.4;0;74.9;0;3.3;1000.8;-0.6
2017-03-19 01:00:00;2.8;0;79.9;0;2.9;1001.3;-0.2
2017-03-19 02:00:00;2.2;0;84.8;0;2.3;1001.7;0
2017-03-19 03:00:00;1.6;0;88.9;0;1.8;1001.8;0
2017-03-19 04:00:00;0.3;0;92.3;0;1.2;1002.2;-0.7
2017-03-19 05:00:00;-0.8;0;96.3;0;1.1;1002.2;-1.3
2017-03-19 06:00:00;-0.5;0;98;26;1.2;1003;-0.7
2017-03-19 07:00:00;0.5;0;98.1;86;1.2;1003.6;0.3
2017-03-19 08:00:00;1.9;0;95.6;122;1.3;1003.9;1.3
2017-03-19 09:00:00;3.7;0;86.6;165;1.1;1003.6;1.7
2017-03-19 10:00:00;5;0;73.6;184;1.4;1003.4;0.7
2017-03-19 11:00:00;5.5;0;64.9;164;1.5;1002.8;-0.6
2017-03-19 12:00:00;4.7;0.8;74.9;120;1.6;1002;0.7
2017-03-19 13:00:00;3.8;1.6;90.3;103;1.7;1000.3;2.4
2017-03-19 14:00:00;3.9;0.8;95.3;88;1.7;999.3;3.3
2017-03-19 15:00:00;4.3;0.9;96.9;66;1.8;998.6;3.9
2017-03-19 16:00:00;4.5;0.5;97.3;27;2;997.7;4.2
2017-03-19 17:00:00;4.7;1;98.1;11;1.3;997.3;4.5
2017-03-19 18:00:00;4.9;2;98.1;1;0.8;996.8;4.7
2017-03-19 19:00:00;5.6;2.4;98.1;1;1.2;996.7;5.4
2017-03-19 20:00:00;9;0.2;98.2;0;4.4;995.7;8.8
2017-03-19 21:00:00;9.8;0;97.2;0;5.8;995.5;9.4
2017-03-19 22:00:00;9.7;0.3;97;0;5.3;995.5;9.3
2017-03-19 23:00:00;9.7;0;94.6;0;5.4;995.7;8.9
2017-03-20 00:00:00;9.6;0;95.4;0;5;996.4;9
2017-03-20 01:00:00;9.6;0.2;97;0;4.7;996.9;9.2
2017-03-20 02:00:00;9.5;0.1;97.3;0;4.7;997.3;9.2
2017-03-20 03:00:00;9.5;0.1;96.3;0;4.1;997.3;9
2017-03-20 04:00:00;9.7;0;93;0;4.5;998.1;8.7
2017-03-20 05:00:00;9.7;0;93;0;4;998.7;8.7
2017-03-20 06:00:00;9.7;0;92.7;8;3.3;998.9;8.6
2017-03-20 07:00:00;9.6;0.4;94.8;26;3;999.5;8.9
2017-03-20 08:00:00;9.7;0.1;96.8;55;3.4;999.5;9.3
2017-03-20 09:00:00;10.1;0;94.5;66;3.3;999.5;9.3
2017-03-20 10:00:00;10.9;0;89;126;3.5;1000;9.2
2017-03-20 11:00:00;11.3;0;85;156;4.2;1000;8.9
2017-03-20 12:00:00;12.3;0;77.9;187;3.8;999.9;8.7
2017-03-20 13:00:00;12.3;0.4;77.1;98;3.2;999.5;8.4
2017-03-20 14:00:00;12.7;0;78.2;228;3.7;999.5;9
2017-03-20 15:00:00;13.3;0;69.5;136;4.1;999.1;7.9
2017-03-20 16:00:00;12.9;0;69.2;125;4.2;998.6;7.5
2017-03-20 17:00:00;12.4;0;72.5;27;2.6;998.4;7.6
2017-03-20 18:00:00;11.9;0;76.1;2;2.9;998.4;7.9
2017-03-20 19:00:00;11.8;0;76;0;2.7;998.4;7.7
2017-03-20 20:00:00;11.7;0;75.7;0;3.1;997.8;7.6
2017-03-20 21:00:00;11.5;0;73.8;0;2.7;997.5;7
2017-03-20 22:00:00;11.6;0.1;70.6;0;4.2;997.1;6.5
2017-03-20 23:00:00;11.5;0;68.5;0;4.4;996.8;6
2017-03-21 00:00:00;11.2;0;69.3;0;4.1;996.7;5.8
2017-03-21 01:00:00;10.7;0;71.8;0;4;996.9;5.9
2017-03-21 02:00:00;10.6;0;72.8;0;3.3;997.2;5.9
2017-03-21 03:00:00;10.8;0;70.9;0;3.7;997.2;5.8
2017-03-21 04:00:00;10.6;0;70;0;4;997.2;5.4
2017-03-21 05:00:00;10.4;0;70;0;3.9;997.5;5.2
2017-03-21 06:00:00;10.1;0;71.2;14;3.7;997.8;5.2
2017-03-21 07:00:00;10.6;0;70;103;4;998.4;5.4
2017-03-21 08:00:00;9.8;0;77.7;49;3.6;998.8;6.1
2017-03-21 09:00:00;10.5;0;82.8;284;2.2;999.3;7.7
2017-03-21 10:00:00;11.7;0;67.3;188;4;999.5;5.9
2017-03-21 11:00:00;11.1;0;68.9;171;3.7;1000;5.7
2017-03-21 12:00:00;10.5;0;75;147;3.2;1000.2;6.3
2017-03-21 13:00:00;10.3;0;79.7;144;2.9;1000.6;7
2017-03-21 14:00:00;10.1;0;82.6;147;2.3;1000.6;7.4
2017-03-21 15:00:00;10.4;0;80.1;136;2.5;1000.6;7.1
2017-03-21 16:00:00;10.3;0;77.8;116;2.6;1000.6;6.6
2017-03-21 17:00:00;9.6;1.6;82.8;43;3;1000.8;6.9
2017-03-21 18:00:00;6.8;2;92.4;0;0.8;1002.8;5.7
2017-03-21 19:00:00;6.5;0;96.1;0;0.4;1003.4;6
2017-03-21 20:00:00;6.1;0;97.3;0;0.4;1004.4;5.8
2017-03-21 21:00:00;5.8;0;98.1;0;0.3;1001.4;5.6
2017-03-21 22:00:00;5.6;0;98.1;0;0.6;1006.2;5.4
2017-03-21 23:00:00;5.1;0;98.1;0;0.7;1007;4.9
2017-03-22 00:00:00;4.5;0;98.1;0;0.6;1007.6;4.3
2017-03-22 01:00:00;3.2;0;98.1;0;0.3;1008.2;3
2017-03-22 02:00:00;2.2;0;98.1;0;0;1008.7;2
2017-03-22 03:00:00;1.5;0;98.1;0;0.2;1009;1.3
2017-03-22 04:00:00;1.6;0.1;98.1;0;0.1;1009.4;1.4
2017-03-22 05:00:00;1.5;0;98.1;0;0.1;1009.8;1.3
2017-03-22 06:00:00;1.2;0;98.1;26;0;1010.6;1
2017-03-22 07:00:00;2.2;0;98.1;94;0.1;1010.8;2
2017-03-22 08:00:00;4.8;0;98.1;280;0.6;1011.1;4.6
2017-03-22 09:00:00;8.3;0;67.3;514;1.4;1011.1;2.4
2017-03-22 10:00:00;10.2;0;48.2;629;1.4;1011.1;-0.2
2017-03-22 11:00:00;10.7;0;43.5;637;1.5;1011.1;-1.2
2017-03-22 12:00:00;11.1;0;39.1;691;1.6;1011.1;-2.3
2017-03-22 13:00:00;11;0;37.3;375;1.4;1011.1;-2.9
2017-03-22 14:00:00;11;0;38.4;323;1.6;1011.1;-2.6
2017-03-22 15:00:00;11.2;0;38.3;290;1.8;1011.1;-2.5
2017-03-22 16:00:00;10.6;0;40.8;130;1.7;1011.1;-2.2
2017-03-22 17:00:00;9.7;0;45.1;47;1.6;1011.5;-1.6
2017-03-22 18:00:00;8.9;0;46.9;3;1.7;1011.9;-1.7
2017-03-22 19:00:00;8.4;0;49.2;0;1.7;1012.5;-1.6
2017-03-22 20:00:00;8;0;51.8;0;1.8;1012.8;-1.3
2017-03-22 21:00:00;7.5;0;51.7;0;2.3;1012.8;-1.7
2017-03-22 22:00:00;7.1;0;50.4;0;2.6;1013.1;-2.5
2017-03-22 23:00:00;6.8;0;51.2;0;2.3;1013.4;-2.5
2017-03-23 00:00:00;6.6;0;53.7;0;2.4;1013.5;-2.1
2017-03-23 01:00:00;6.5;0;58.2;0;2.6;1013.5;-1.1
2017-03-23 02:00:00;6.4;0;64.3;0;2.9;1013.5;0.2
2017-03-23 03:00:00;6.4;0;69.9;0;2.9;1013.5;1.4
2017-03-23 04:00:00;6.1;0;75.4;0;2.7;1013.5;2.1
2017-03-23 05:00:00;6;0;78.4;0;2.7;1013.5;2.6
2017-03-23 06:00:00;6.3;0;76.5;8;2.6;1013.5;2.5
2017-03-23 07:00:00;6.1;0.1;77.6;34;2;1013.5;2.5
2017-03-23 08:00:00;5.9;0.2;83.3;90;2.2;1013.7;3.3
2017-03-23 09:00:00;6.3;0.5;83.5;126;1.6;1014;3.7
2017-03-23 10:00:00;6.7;0.3;86.3;193;1.7;1014;4.6
2017-03-23 11:00:00;7.4;0;82.2;180;1.8;1014;4.6
2017-03-23 12:00:00;7.3;0;78;84;1.9;1014;3.8
2017-03-23 13:00:00;7.4;0;78.3;118;2;1014;3.9
2017-03-23 14:00:00;7.9;0;76.9;160;2.3;1014;4.1
2017-03-23 15:00:00;7.8;0;76;56;1.8;1014;3.9
2017-03-23 16:00:00;7.7;0;74.5;27;1.6;1014;3.5
2017-03-23 17:00:00;7.6;0;70;13;1.7;1014;2.6
2017-03-23 18:00:00;7.4;0;65.6;1;1.7;1014.8;1.4
2017-03-23 19:00:00;7.1;0;66.4;0;1.7;1015.6;1.3
2017-03-23 20:00:00;6.8;0;67.9;0;1.6;1016.3;1.3
2017-03-23 21:00:00;6.8;0;67.8;0;1.4;1017;1.3
2017-03-23 22:00:00;6.8;0;66.5;0;1.5;1017.6;1
2017-03-23 23:00:00;6.7;0;65.5;0;1.4;1018.1;0.8
2017-03-24 00:00:00;6.7;0;64.7;0;1.6;1018.8;0.6
2017-03-24 01:00:00;6.5;0;63.4;0;1.6;1019.3;0.1
2017-03-24 02:00:00;4.9;0;68.3;0;1.1;1019.7;-0.4
2017-03-24 03:00:00;3.9;0;74.8;0;1.4;1020.3;-0.1
2017-03-24 04:00:00;3.3;0;78.2;0;1.5;1021.1;0
2017-03-24 05:00:00;1.8;0;85.8;0;1;1021.9;-0.3
2017-03-24 06:00:00;1.4;0;90.3;35;0.4;1023.1;0
2017-03-24 07:00:00;5;0;77.8;165;1.2;1024.1;1.5
2017-03-24 08:00:00;8.1;0;58.1;347;1.6;1024.1;0.4
2017-03-24 09:00:00;10.3;0;45.7;493;1.8;1024.1;-0.9
2017-03-24 10:00:00;11.3;0;41.2;615;2.4;1024.4;-1.4
2017-03-24 11:00:00;11.9;0;38.4;681;2.9;1024.8;-1.8
2017-03-24 12:00:00;12.9;0.2;35.8;693;2.1;1025.1;-1.8
2017-03-24 13:00:00;13.3;0;33.9;652;2;1025.1;-2.2
2017-03-24 14:00:00;13.9;0;32.3;556;1.6;1025.1;-2.4
2017-03-24 15:00:00;14.1;0;31.7;430;1.9;1025;-2.5
2017-03-24 16:00:00;13.9;0;31.4;263;1.6;1025;-2.7
2017-03-24 17:00:00;13.1;0;32.8;97;1.4;1025;-2.8
2017-03-24 18:00:00;11;0;37.3;3;1.7;1025.2;-3
2017-03-24 19:00:00;8.3;0;47.1;0;1;1025.8;-2.4
2017-03-24 20:00:00;7.2;0;57;0;1.1;1026.2;-0.7
2017-03-24 21:00:00;5.5;0;66.6;0;0.3;1026.5;-0.2
2017-03-24 22:00:00;3.9;0;77.8;0;0.6;1026.8;0.5
2017-03-24 23:00:00;3.4;0;80.3;0;1;1027.1;0.4
2017-03-25 00:00:00;3.5;0;74;0;0.5;1027.4;-0.7
2017-03-25 01:00:00;1.2;0;86.3;0;0;1027.4;-0.7
2017-03-25 02:00:00;0.8;0;89.9;0;0;1027.4;-0.6
2017-03-25 03:00:00;0.7;0;91.3;0;0.6;1026.9;-0.5
2017-03-25 04:00:00;0.6;0;92.5;0;0.6;1026.8;-0.4
2017-03-25 05:00:00;0.5;0;93.9;0;0.5;1026.5;-0.3
2017-03-25 06:00:00;0.4;0;94.9;25;0.5;1026.4;-0.2
2017-03-25 07:00:00;1.9;0;94.1;108;0.8;1026.4;1.1
2017-03-25 08:00:00;5.2;0;80.2;244;1.1;1026.4;2.1
2017-03-25 09:00:00;8.1;0;57.1;362;1.9;1026.1;0.1
2017-03-25 10:00:00;9.4;0;43.4;352;3.2;1025;-2.4
2017-03-25 11:00:00;10.6;0;30.2;639;3.6;1024.2;-6.1
2017-03-25 12:00:00;11.6;0;29.9;613;3.8;1023;-5.4
2017-03-25 13:00:00;11.8;0;31.2;488;4.1;1021.8;-4.7
2017-03-25 14:00:00;12.3;0;33.8;484;3.8;1021;-3.2
2017-03-25 15:00:00;12.2;0;38.4;346;3.9;1020.5;-1.5
2017-03-25 16:00:00;11.9;0;41.9;207;3.5;1019.7;-0.6
2017-03-25 17:00:00;11.3;0;40.1;83;3.8;1019.1;-1.8
2017-03-25 18:00:00;9.9;0;43.3;5;3;1019.1;-1.9
2017-03-25 19:00:00;8.5;0;52.4;0;3;1019.8;-0.7
2017-03-25 20:00:00;7.9;0;61.6;0;2.7;1020.2;1
2017-03-25 21:00:00;7.3;0;67.7;0;1.6;1020.2;1.8
2017-03-25 22:00:00;6.7;0;72.9;0;1.6;1020.3;2.2
2017-03-25 23:00:00;5;0;81.6;0;0.7;1020.3;2.1
2017-03-26 00:00:00;2.7;0;91.5;0;0.4;1020.7;1.5
2017-03-26 01:00:00;1.7;0;95.6;0;0.3;1020.6;1.1
2017-03-26 03:00:00;0;0;98.1;0;0.1;1020.3;-0.2
2017-03-26 04:00:00;-0.6;0;98.7;0;0.1;1020.3;-0.7
2017-03-26 05:00:00;-0.7;0;98.9;1;0.2;1020.3;-0.7
2017-03-26 06:00:00;-0.4;0;98.9;43;0.1;1020.4;-0.5
2017-03-26 07:00:00;2.9;0;98.8;178;0.1;1021.1;2.8
2017-03-26 08:00:00;7.4;0;80.5;332;0.6;1021.2;4.3
2017-03-26 09:00:00;9.4;0;66.3;499;1;1021.2;3.5
2017-03-26 10:00:00;10.5;0;57.3;589;1.1;1021.2;2.5
2017-03-26 11:00:00;11.5;0;51.2;687;1.2;1021.2;1.8
2017-03-26 12:00:00;12.5;0;43.7;698;1.4;1021.2;0.6
2017-03-26 13:00:00;13.5;0;37.2;604;1.2;1021.2;-0.8
2017-03-26 14:00:00;14.3;0;32.5;563;1.5;1021.1;-2
2017-03-26 15:00:00;14.3;0;31.5;415;1.1;1020.6;-2.4
2017-03-26 16:00:00;14.3;0;33.4;255;1.1;1020.5;-1.6
2017-03-26 17:00:00;13.7;0;33.5;104;0.9;1020.6;-2.1
2017-03-26 18:00:00;9.7;0;48;4;0.4;1020.6;-0.8
2017-03-26 19:00:00;6.6;0;66;0;0;1021;0.8
2017-03-26 20:00:00;5;0;71.8;0;0.2;1021.3;0.4
2017-03-26 21:00:00;3.9;0;78.1;0;0.1;1021.6;0.5
2017-03-26 22:00:00;3.2;0;83.3;0;0.4;1021.8;0.7
2017-03-26 23:00:00;3;0;84.5;0;0.6;1021.8;0.7
2017-03-27 00:00:00;1.7;0;89.5;0;0.1;1021.8;0.2
2017-03-27 01:00:00;1.3;0;92.6;0;0.2;1021.8;0.3
2017-03-27 02:00:00;0.5;0;94.5;0;0.1;1021.8;-0.2
2017-03-27 03:00:00;0;0;95.8;0;0;1021.8;-0.5
2017-03-27 04:00:00;-0.3;0;97.1;0;0;1021.8;-0.6
2017-03-27 05:00:00;-0.6;0;97.4;1;0;1021.8;-0.9
2017-03-27 06:00:00;0.6;0;97.7;58;0.5;1021.8;0.4
2017-03-27 07:00:00;4.9;0;82.9;195;0.9;1021.8;2.2
2017-03-27 08:00:00;9;0;63.6;366;1;1021.7;2.5
2017-03-27 09:00:00;12.4;0;43.8;518;1.5;1021.4;0.5
2017-03-27 10:00:00;13.9;0;35.8;631;1.8;1021.4;-0.9
2017-03-27 11:00:00;14.9;0;33.5;695;1.8;1021.3;-1
2017-03-27 12:00:00;15.7;0;31.6;708;1.8;1021.2;-1.1
2017-03-27 13:00:00;16.7;0;28.5;664;1.7;1020.6;-1.6
2017-03-27 14:00:00;17.4;0;27;580;2;1019.6;-1.8
