Type;Datum;Order;LysimeterType;Material;Cd;Cr;Cu;Ni;Pb;Zn;ID;Time;FecPrev2;EC;PH;FecPrev;Prec;Humidity;AirTemp;EvoTrans;Infiltration;Interflow;SoilMoisture;SoilTemp;SurfaceRunoff
D;06/08/2013;12;OA;BS;0,1;3,85;21,3;0;1,1;151,35;BS_OA;258;06/08/2013;473;7,6;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;25,61111111;0,722222222;14,95555556;22,67777778;3,111111111
D;06/08/2013;12;ZA;OB;0,1;5,75;58,1;0;3,1;32,15;OB_ZA;258;06/08/2013;276;7,17;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;6,944444444;1,833333333;22,11111111;22,07777778;3,777777778
D;06/08/2013;12;ZA;OB15;0,35;3,65;15,2;0;4,3;38,25;OB15_ZA;258;06/08/2013;556;7,75;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;10,16666667;0,444444444;17,8;22,32222222;12,66666667
D;06/08/2013;12;ZA;BS;0,05;5,6;50,3;3,63;0;53,9;BS_ZA;258;06/08/2013;473;7,6;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;25,61111111;0,722222222;14,95555556;22,67777778;3,111111111
D;06/08/2013;12;VS;OB;0,3;7,55;110,8;1,38;12,5;32,85;OB_VS;258;06/08/2013;276;7,17;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;6,944444444;1,833333333;22,11111111;22,07777778;3,777777778
D;06/08/2013;12;VS;OB15;0,2;4,7;20,9;13,88;5,3;18,1;OB15_VS;258;06/08/2013;556;7,75;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;10,16666667;0,444444444;17,8;22,32222222;12,66666667
D;06/08/2013;12;VS;BS;0,2;5,15;8,1;10,13;2,7;12,25;BS_VS;258;06/08/2013;473;7,6;06/08/2013;4,7;73,34444444;22,24444444;4,377777778;25,61111111;0,722222222;14,95555556;22,67777778;3,111111111
D;05/09/2013;13;1;LL;0,27;11,58;27,6;4,23;1,2;90,45;LL_1;288;05/09/2013;100,7;6,88;05/09/2013;0,65625;71,7;16,925;3,15625;;;;;1,625
D;05/09/2013;13;2;LL;0,11;8,04;24,8;3,41;0,81;44,4;LL_2;288;05/09/2013;150;7,17;05/09/2013;0,65625;71,7;16,925;3,15625;;;;;6,5
D;05/09/2013;13;3;LL;0,26;10,88;28,2;3,4;0,51;61,6;LL_3;288;05/09/2013;187;7,13;05/09/2013;0,65625;71,7;16,925;3,15625;;;;;19,5
D;05/09/2013;13;OA;OB;;;;;;;OB_OA;288;05/09/2013;224;7,17;05/09/2013;0,65625;71,7;16,925;3,15625;0,6875;0;17,5375;17,84375;0
D;05/09/2013;13;OA;OB15;;;;;;;OB15_OA;288;05/09/2013;465;7,75;05/09/2013;0,65625;71,7;16,925;3,15625;3,3125;0,03125;13,0125;18,1625;0
D;05/09/2013;13;OA;BS;;;;;;;BS_OA;288;05/09/2013;375;7,88;05/09/2013;0,65625;71,7;16,925;3,15625;3,625;0;11,44375;18,2;0
D;05/09/2013;13;ZA;OB;;;;;;;OB_ZA;288;05/09/2013;224;7,17;05/09/2013;0,65625;71,7;16,925;3,15625;0,6875;0;17,5375;17,84375;0
D;05/09/2013;13;ZA;OB15;0,38;7,8;8,1;5,16;2,09;22;OB15_ZA;288;05/09/2013;465;7,75;05/09/2013;0,65625;71,7;16,925;3,15625;3,3125;0,03125;13,0125;18,1625;0
D;05/09/2013;13;ZA;BS;;;;;;;BS_ZA;288;05/09/2013;375;7,88;05/09/2013;0,65625;71,7;16,925;3,15625;3,625;0;11,44375;18,2;0
D;05/09/2013;13;VS;OB;0,27;12,69;88,9;7,08;5,91;61,95;OB_VS;288;05/09/2013;224;7,17;05/09/2013;0,65625;71,7;16,925;3,15625;0,6875;0;17,5375;17,84375;0
D;05/09/2013;13;VS;OB15;0,28;6,33;11,4;8,6;3,52;13,9;OB15_VS;288;05/09/2013;465;7,75;05/09/2013;0,65625;71,7;16,925;3,15625;3,3125;0,03125;13,0125;18,1625;0
D;05/09/2013;13;VS;BS;0,11;6,59;4,4;6,5;2,47;19,7;BS_VS;288;05/09/2013;375;7,88;05/09/2013;0,65625;71,7;16,925;3,15625;3,625;0;11,44375;18,2;0
D;02/10/2013;14;1;LL;0;7,28;9,6;2;0;62,65;LL_1;315;02/10/2013;93,7;7,02;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;;;;;42,66666667
D;02/10/2013;14;2;LL;0,34;3,33;17,8;3,92;0,5;47,2;LL_2;315;02/10/2013;136,8;7,36;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;;;;;13,73333333
D;02/10/2013;14;3;LL;0,21;4,93;21;2,65;2,29;58,9;LL_3;315;02/10/2013;148,3;7,09;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;;;;;41,2
D;02/10/2013;14;OA;OB;0,13;1,33;15,45;3,99;0,2;17,65;OB_OA;315;02/10/2013;589;8,03;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;5,033333333;0,233333333;26,34;12,93333333;0
D;02/10/2013;14;OA;OB15;0;3,6;18,4;4,16;1,33;25,45;OB15_OA;315;02/10/2013;532;8,15;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;7,7;0,233333333;19,46;13,26666667;2
D;02/10/2013;14;OA;BS;;;;;;;BS_OA;315;02/10/2013;311;8,02;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;10,63333333;0,1;16,32666667;13,38;0
D;02/10/2013;14;ZA;OB;0;4,31;38,7;4,11;3,8;24,95;OB_ZA;315;02/10/2013;589;8,03;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;5,033333333;0,233333333;26,34;12,93333333;0
D;02/10/2013;14;ZA;OB15;0,33;4,12;10,95;3,87;2,25;19,35;OB15_ZA;315;02/10/2013;532;8,15;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;7,7;0,233333333;19,46;13,26666667;2
D;02/10/2013;14;ZA;BS;0,2;4,22;18,4;6,61;1,02;55,25;BS_ZA;315;02/10/2013;311;8,02;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;10,63333333;0,1;16,32666667;13,38;0
D;02/10/2013;14;VS;OB;0,77;19,05;393,6;19,77;59,84;90,9;OB_VS;315;02/10/2013;589;8,03;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;5,033333333;0,233333333;26,34;12,93333333;0
D;02/10/2013;14;VS;OB15;0,37;2,74;10,3;3,92;2,27;95,55;OB15_VS;315;02/10/2013;532;8,15;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;7,7;0,233333333;19,46;13,26666667;2
D;02/10/2013;14;VS;BS;0,34;4,12;3,6;4,32;3,75;9,35;BS_VS;315;02/10/2013;311;8,02;02/10/2013;1,153333333;85,21333333;10,44;1,066666667;10,63333333;0,1;16,32666667;13,38;0
D;31/10/2013;15;1;LL;0,36;6,25;3,4;;0,54;9,1;LL_1;344;31/10/2013;194,7;6,96;31/10/2013;0,826666667;85,14;11,47333333;1,38;;;;;63,86666667
D;31/10/2013;15;2;LL;0,12;4,59;19,5;;1,39;20,45;LL_2;344;31/10/2013;94,8;7,18;31/10/2013;0,826666667;85,14;11,47333333;1,38;;;;;21,73333333
D;31/10/2013;15;3;LL;0,12;5,14;21,35;;0,98;63,25;LL_3;344;31/10/2013;133,4;7,02;31/10/2013;0,826666667;85,14;11,47333333;1,38;;;;;37,86666667
D;31/10/2013;15;OA;OB;0;4,34;12,6;;0,11;75,5;OB_OA;344;31/10/2013;311;7,36;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,5;0,366666667;28,28666667;12,62;5,2
D;31/10/2013;15;OA;OB15;0,36;5,38;10,9;;0,54;27,15;OB15_OA;344;31/10/2013;450;7,85;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,566666667;0,1;19,56;12,86666667;6,133333333
D;31/10/2013;15;OA;BS;0,1;7,55;14,85;;3,13;47,5;BS_OA;344;31/10/2013;245;7,7;31/10/2013;0,826666667;85,14;11,47333333;1,38;8,366666667;0,1;16,68;12,99333333;1,733333333
D;31/10/2013;15;ZA;OB;0,46;9,03;23;;13,43;39,9;OB_ZA;344;31/10/2013;311;7,36;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,5;0,366666667;28,28666667;12,62;5,2
D;31/10/2013;15;ZA;OB15;0,42;2,66;25,4;;1,22;10,65;OB15_ZA;344;31/10/2013;450;7,85;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,566666667;0,1;19,56;12,86666667;6,133333333
D;31/10/2013;15;ZA;BS;0;7,48;13,15;;2,18;31,6;BS_ZA;344;31/10/2013;245;7,7;31/10/2013;0,826666667;85,14;11,47333333;1,38;8,366666667;0,1;16,68;12,99333333;1,733333333
D;31/10/2013;15;VS;OB;0,05;6,13;16,4;;0,08;57,95;OB_VS;344;31/10/2013;311;7,36;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,5;0,366666667;28,28666667;12,62;5,2
D;31/10/2013;15;VS;OB15;0,56;2,69;7,7;;2,31;8,65;OB15_VS;344;31/10/2013;450;7,85;31/10/2013;0,826666667;85,14;11,47333333;1,38;5,566666667;0,1;19,56;12,86666667;6,133333333
D;31/10/2013;15;VS;BS;0,34;3,38;26,36;0;2,34;6;BS_VS;344;31/10/2013;245;7,7;31/10/2013;0,826666667;85,14;11,47333333;1,38;8,366666667;0,1;16,68;12,99333333;1,733333333
D;28/11/2013;16;1;LL;0,75;5,32;11,5;3,12;2,41;32,75;LL_1;372;28/11/2013;64,4;7,25;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;;;;;178,9333333
D;28/11/2013;16;2;LL;0;4,81;10,55;3,73;1,4;80,38;LL_2;372;28/11/2013;282;7,4;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;;;;;36,13333333
D;28/11/2013;16;3;LL;0;3,46;6,05;9,17;0;12,95;LL_3;372;28/11/2013;295;7,4;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;;;;;52,66666667
D;28/11/2013;16;OA;OB;0,17;1,68;7,55;1,39;0,96;51,5;OB_OA;372;28/11/2013;198;7,52;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;16,53333333;2;29,31333333;7,046666667;18,66666667
D;28/11/2013;16;OA;OB15;0;2,02;7,1;8,39;0;30,9;OB15_OA;372;28/11/2013;325;7,75;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;8,666666667;0,266666667;19,74;7,42;4
D;28/11/2013;16;OA;BS;0;2,2;11,05;3,09;1,5;54,05;BS_OA;372;28/11/2013;272;7,81;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;22,03333333;0,366666667;17,22666667;7,52;0,4
D;28/11/2013;16;ZA;OB;0;6,11;39,65;24,97;6,71;22,6;OB_ZA;372;28/11/2013;198;7,52;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;16,53333333;2;29,31333333;7,046666667;18,66666667
D;28/11/2013;16;ZA;OB15;0;3,89;11,1;50,6;1,59;41,5;OB15_ZA;372;28/11/2013;325;7,75;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;8,666666667;0,266666667;19,74;7,42;4
D;28/11/2013;16;ZA;BS;0;12,06;11;22,42;0;49,4;BS_ZA;372;28/11/2013;272;7,81;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;22,03333333;0,366666667;17,22666667;7,52;0,4
D;28/11/2013;16;VS;OB;0;7,53;11,9;10,63;0;38,44;OB_VS;372;28/11/2013;198;7,52;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;16,53333333;2;29,31333333;7,046666667;18,66666667
D;28/11/2013;16;VS;OB15;0,4;3,86;8,5;3,96;1,41;21,95;OB15_VS;372;28/11/2013;325;7,75;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;8,666666667;0,266666667;19,74;7,42;4
D;28/11/2013;16;VS;BS;0,54;7,35;17,4;11,59;6,1;4,75;BS_VS;372;28/11/2013;272;7,81;28/11/2013;1,413333333;89,82;3,593333333;0,313333333;22,03333333;0,366666667;17,22666667;7,52;0,4
D;27/12/2013;17;1;LL;0,31;3,29;13,55;4,04;2,21;35;LL_1;401;27/12/2013;665;7,52;27/12/2013;0,75625;88,0875;4,275;0,45625;;;;;126,625
D;27/12/2013;17;2;LL;0;2,09;12,05;3,27;1,34;25,85;LL_2;401;27/12/2013;479;7,56;27/12/2013;0,75625;88,0875;4,275;0,45625;;;;;32
D;27/12/2013;17;3;LL;0;2,74;10,95;6,16;0;19,45;LL_3;401;27/12/2013;433;7,63;27/12/2013;0,75625;88,0875;4,275;0,45625;;;;;33,875
D;27/12/2013;17;OA;OB;0,21;1,79;12,4;1,3;2,74;19,95;OB_OA;401;27/12/2013;1364;7,44;27/12/2013;0,75625;88,0875;4,275;0,45625;11,15625;1,71875;29,43125;6,74375;19,25
D;27/12/2013;17;OA;OB15;0,25;1,59;11,15;2,47;1,78;16;OB15_OA;401;27/12/2013;1825;7,97;27/12/2013;0,75625;88,0875;4,275;0,45625;6,5625;0,15625;19,6;6,9625;3,25
D;27/12/2013;17;OA;BS;0;5,21;12,25;2,37;0;19,9;BS_OA;401;27/12/2013;1043;8,79;27/12/2013;0,75625;88,0875;4,275;0,45625;16;0,75;17,80625;7,125;2
D;27/12/2013;17;ZA;OB;0;3,36;17,8;1,97;3,34;19,2;OB_ZA;401;27/12/2013;1364;7,44;27/12/2013;0,75625;88,0875;4,275;0,45625;11,15625;1,71875;29,43125;6,74375;19,25
D;27/12/2013;17;ZA;OB15;0;4,07;27,25;4,92;2,29;32,55;OB15_ZA;401;27/12/2013;1825;7,97;27/12/2013;0,75625;88,0875;4,275;0,45625;6,5625;0,15625;19,6;6,9625;3,25
D;27/12/2013;17;ZA;BS;0;5,15;13,7;1,13;0;14,1;BS_ZA;401;27/12/2013;1043;8,79;27/12/2013;0,75625;88,0875;4,275;0,45625;16;0,75;17,80625;7,125;2
D;27/12/2013;17;VS;OB;0,43;3,24;33,7;4,15;4,58;20,05;OB_VS;401;27/12/2013;1364;7,44;27/12/2013;0,75625;88,0875;4,275;0,45625;11,15625;1,71875;29,43125;6,74375;19,25
D;27/12/2013;17;VS;OB15;0,32;3,64;16,4;10,01;3,13;10,1;OB15_VS;401;27/12/2013;1825;7,97;27/12/2013;0,75625;88,0875;4,275;0,45625;6,5625;0,15625;19,6;6,9625;3,25
D;27/12/2013;17;VS;BS;0;13,42;4,65;6,4;0;14,7;BS_VS;401;27/12/2013;1043;8,79;27/12/2013;0,75625;88,0875;4,275;0,45625;16;0,75;17,80625;7,125;2
D;23/01/2014;18;1;LL;1,07;4,99;67,65;5,33;9,34;318;LL_1;428;23/01/2014;2220;7,05;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;;;;;99,86666667
D;23/01/2014;18;2;LL;0,25;3,59;12,55;1,64;0,11;49,15;LL_2;428;23/01/2014;1980;7,49;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;;;;;29,73333333
D;23/01/2014;18;3;LL;0,26;5,38;38,1;3;3,99;123,85;LL_3;428;23/01/2014;4800;7,25;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;;;;;28,13333333
D;23/01/2014;18;OA;OB;0;4,08;12,05;1,09;0;28,2;OB_OA;428;23/01/2014;5510;7,29;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;13,2;1,966666667;29,73333333;5,986666667;27,73333333
D;23/01/2014;18;OA;OB15;0;2,88;8,75;1,5;0,28;21,35;OB15_OA;428;23/01/2014;451;8,01;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;6;0,1;19,78;6,253333333;2,533333333
D;23/01/2014;18;OA;BS;0,02;4,36;17,2;1,16;0,94;43,1;BS_OA;428;23/01/2014;5880;8,5;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;14,3;0,4;17,82;6,393333333;1,333333333
D;23/01/2014;18;ZA;OB;0,15;2,99;12,95;1,34;1,17;23,05;OB_ZA;428;23/01/2014;5510;7,29;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;13,2;1,966666667;29,73333333;5,986666667;27,73333333
D;23/01/2014;18;ZA;OB15;0,25;2,31;9,05;2,62;0,58;5,3;OB15_ZA;428;23/01/2014;451;8,01;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;6;0,1;19,78;6,253333333;2,533333333
D;23/01/2014;18;ZA;BS;0,05;4,25;12,05;2,17;0,72;25,2;BS_ZA;428;23/01/2014;5880;8,5;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;14,3;0,4;17,82;6,393333333;1,333333333
D;23/01/2014;18;VS;OB;0,47;1,75;20,9;3,32;2,25;59,55;OB_VS;428;23/01/2014;5510;7,29;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;13,2;1,966666667;29,73333333;5,986666667;27,73333333
D;23/01/2014;18;VS;OB15;0,08;3,2;10,15;2,15;0,71;10,05;OB15_VS;428;23/01/2014;451;8,01;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;6;0,1;19,78;6,253333333;2,533333333
D;23/01/2014;18;VS;BS;0,27;3,35;2,95;1,5;1,89;2,4;BS_VS;428;23/01/2014;5880;8,5;23/01/2014;0,593333333;88,94666667;1,986666667;0,3;14,3;0,4;17,82;6,393333333;1,333333333
D;20/02/2014;19;1;LL;0;4,67;67,95;6,09;1,48;62,75;LL_1;456;20/02/2014;2270;7,85;20/02/2014;0,006666667;78,1;4,926666667;1;;;;;5,333333333
D;20/02/2014;19;2;LL;0,22;2,96;50,9;4,21;0,9;89,35;LL_2;456;20/02/2014;4290;7,77;20/02/2014;0,006666667;78,1;4,926666667;1;;;;;2,933333333
D;20/02/2014;19;3;LL;0,16;4,18;42,25;3,18;1,31;77,8;LL_3;456;20/02/2014;3640;7,7;20/02/2014;0,006666667;78,1;4,926666667;1;;;;;7,6
D;20/02/2014;19;OA;OB;0,53;2,84;25,2;3,8;1,18;233,9;OB_OA;456;20/02/2014;21200;6,86;20/02/2014;0,006666667;78,1;4,926666667;1;3,766666667;0,066666667;27,11333333;5,393333333;0
D;20/02/2014;19;OA;OB15;0,2;0,71;10,1;1,78;1,67;412,1;OB15_OA;456;20/02/2014;2260;7,74;20/02/2014;0,006666667;78,1;4,926666667;1;3;0;17,43333333;5,826666667;0
D;20/02/2014;19;OA;BS;0,29;2,3;19,9;1,89;0,78;38,6;BS_OA;456;20/02/2014;13980;8;20/02/2014;0,006666667;78,1;4,926666667;1;5,433333333;0;16,7;5,98;0,133333333
D;20/02/2014;19;ZA;OB;0,53;1,31;11,4;1,73;0,95;109,2;OB_ZA;456;20/02/2014;21200;6,86;20/02/2014;0,006666667;78,1;4,926666667;1;3,766666667;0,066666667;27,11333333;5,393333333;0
D;20/02/2014;19;ZA;OB15;;;;;;;OB15_ZA;456;20/02/2014;2260;7,74;20/02/2014;0,006666667;78,1;4,926666667;1;3;0;17,43333333;5,826666667;0
D;20/02/2014;19;ZA;BS;;;;;;;BS_ZA;456;20/02/2014;13980;8;20/02/2014;0,006666667;78,1;4,926666667;1;5,433333333;0;16,7;5,98;0,133333333
D;20/02/2014;19;VS;OB;4,06;0,88;12,65;5,49;0,81;96,65;OB_VS;456;20/02/2014;21200;6,86;20/02/2014;0,006666667;78,1;4,926666667;1;3,766666667;0,066666667;27,11333333;5,393333333;0
D;20/02/2014;19;VS;OB15;0,81;1,39;7,8;6,1;1,23;25,9;OB15_VS;456;20/02/2014;2260;7,74;20/02/2014;0,006666667;78,1;4,926666667;1;3;0;17,43333333;5,826666667;0
D;20/02/2014;19;VS;BS;0,42;3,54;6,55;4,27;0,24;9,2;BS_VS;456;20/02/2014;13980;8;20/02/2014;0,006666667;78,1;4,926666667;1;5,433333333;0;16,7;5,98;0,133333333
D;21/03/2014;20;1;LL;0,07;3,53;38,2;2,73;0,71;33,8;LL_1;485;21/03/2014;310;7,69;21/03/2014;0;71,125;7,9375;1,80625;;;;;23,875
D;21/03/2014;20;2;LL;0,09;3,44;23,3;1,91;0,45;33,5;LL_2;485;21/03/2014;322;7,69;21/03/2014;0;71,125;7,9375;1,80625;;;;;21,375
D;21/03/2014;20;3;LL;0,1;3,62;25,9;2,56;0,48;34,2;LL_3;485;21/03/2014;328;7,72;21/03/2014;0;71,125;7,9375;1,80625;;;;;20
D;21/03/2014;20;OA;OB;0,13;3,76;22,1;1,99;1,12;30,65;OB_OA;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
D;21/03/2014;20;OA;OB15;0,08;3,6;17,9;1,83;0,45;23,15;OB15_OA;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
D;21/03/2014;20;OA;BS;0,04;4,84;15,7;3,37;0;28,05;BS_OA;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
D;21/03/2014;20;ZA;OB;0,66;3,78;40,95;5,77;4,28;24,65;OB_ZA;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
D;21/03/2014;20;ZA;OB15;0,3;3,41;22,15;3,84;3,12;22,2;OB15_ZA;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
D;21/03/2014;20;ZA;BS;0,04;2,54;25,05;2,53;0,76;14,15;BS_ZA;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
D;21/03/2014;20;VS;OB;0,07;3,35;38,55;2,19;2,25;28,45;OB_VS;485;21/03/2014;542;7,44;21/03/2014;0;71,125;7,9375;1,80625;8,5625;0,28125;28,13125;8,4625;6,5
D;21/03/2014;20;VS;OB15;0,53;3,61;20,6;7,78;1,83;42,75;OB15_VS;485;21/03/2014;7340;7,92;21/03/2014;0;71,125;7,9375;1,80625;4,9375;0,09375;18,46875;8,7375;4,75
D;21/03/2014;20;VS;BS;0;7,22;9,85;16,32;0;6,5;BS_VS;485;21/03/2014;1045;8,66;21/03/2014;0;71,125;7,9375;1,80625;15,21875;0,34375;16,13125;8,91875;2,625
D;15/04/2014;21;1;LL;0,15;6,92;37,7;2,46;1,82;94,5;LL_1;510;15/04/2014;199,2;7,19;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;27,69230769
D;15/04/2014;21;2;LL;0,18;5,83;19,55;2,43;0,38;67,85;LL_2;510;15/04/2014;197;7,23;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;23,69230769
D;15/04/2014;21;3;LL;0,08;6,28;30,55;3,33;0,52;72,85;LL_3;510;15/04/2014;257;7,21;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;;;;;31,23076923
D;15/04/2014;21;OA;OB;0,13;5,16;24,6;3,4;0,4;64,8;OB_OA;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
D;15/04/2014;21;OA;OB15;0,12;5,35;24,55;2,07;0,26;56,65;OB15_OA;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
D;15/04/2014;21;OA;BS;0,11;5,15;21;1,92;0,26;70,15;BS_OA;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
D;15/04/2014;21;ZA;OB;0,13;7,21;51;3,65;2,58;50,1;OB_ZA;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
D;15/04/2014;21;ZA;OB15;0,28;7,16;31,85;9,27;2,17;12,5;OB15_ZA;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
D;15/04/2014;21;ZA;BS;0,13;6,65;24,9;2,53;0,93;30;BS_ZA;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
D;15/04/2014;21;VS;OB;0,18;9,42;94,1;11,74;10,76;56;OB_VS;510;15/04/2014;617;7,29;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;5,807692308;0,230769231;28,1;12,04615385;5,846153846
D;15/04/2014;21;VS;OB15;0,17;2,91;10,1;2,21;0,01;5,9;OB15_VS;510;15/04/2014;438;8,31;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;4,846153846;0,076923077;19,15384615;12,40769231;5,692307692
D;15/04/2014;21;VS;BS;0,29;5,86;7,35;1,74;0,83;6,6;BS_VS;510;15/04/2014;748;8,46;15/04/2014;1,538461538;72,91538462;10,43076923;2,246153846;12,92307692;0,346153846;16,23846154;12,47692308;3,076923077
D;15/05/2014;22;1;LL;0,15;4,51;45,35;2,15;2,29;25,45;LL_1;540;15/05/2014;111,3;6,89;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;50,22222222
D;15/05/2014;22;2;LL;0,19;2,84;12,05;1,15;0,64;28,25;LL_2;540;15/05/2014;121;7;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;32,22222222
D;15/05/2014;22;3;LL;0,12;5,58;6,05;2,64;1,26;3,15;LL_3;540;15/05/2014;133,7;6,87;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;;;;;60
D;15/05/2014;22;OA;OB;0,06;2,33;17,85;1,18;0,58;31,65;OB_OA;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
D;15/05/2014;22;OA;OB15;0;8,14;25,4;10,73;2,06;6,4;OB15_OA;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
D;15/05/2014;22;OA;BS;0,12;4,81;19,65;1,87;1,31;51,15;BS_OA;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
D;15/05/2014;22;ZA;OB;0,29;2,85;12,25;2,85;1,25;4,45;OB_ZA;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
D;15/05/2014;22;ZA;OB15;0,16;5,08;21,45;2,79;0,48;15,1;OB15_ZA;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
D;15/05/2014;22;ZA;BS;0,26;3,49;18,2;1,54;0,92;42,45;BS_ZA;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
D;15/05/2014;22;VS;OB;0,33;12,7;118,05;7,47;18,95;43,3;OB_VS;540;15/05/2014;429;7,21;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;9,027777778;0,444444444;27,63333333;13,89444444;3,444444444
D;15/05/2014;22;VS;OB15;0,07;6,34;21,05;1,97;1,3;47;OB15_VS;540;15/05/2014;784;7,82;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;10,08333333;0,222222222;18,72777778;14,35555556;5,666666667
D;15/05/2014;22;VS;BS;0,21;4,73;18;1,47;0,75;49,3;BS_VS;540;15/05/2014;422;8,35;15/05/2014;1,688888889;70,72222222;11,76666667;2,733333333;17,91666667;0,055555556;15,53333333;14,51666667;0,111111111
